GENEID	GENENAME	GENEDESCRP	METABOLIC
YPL212C	PUS1	PseudoUridine Synthase	Yeast7.6
YGL063W	PUS2	PseudoUridine Synthase	Yeast7.6
YNL292W	PUS4	PseudoUridine Synthase	Yeast7.6
YLR165C	PUS5	PseudoUridine Synthase	NA
YGR169C	PUS6	PseudoUridine Synthase	NA
YOR243C	PUS7	PseudoUridine Synthase	NA
YDL036C	PUS9	PseudoUridine Synthase	NA
YLR142W	PUT1	Proline UTilization	Yeast7.6
YHR037W	PUT2	Proline UTilization	Yeast7.6
YKL015W	PUT3	Proline UTilization	NA
YOR348C	PUT4	Proline UTilization	Yeast7.6
YLR196W	PWP1	Periodic tryptophan (W) Protein	NA
YCR057C	PWP2	Periodic tryptophan (W) Protein	NA
YPL147W	PXA1	PeroXisomal ABC-transporter	Yeast7.6
YKL188C	PXA2	PeroXisomal ABC-transporter	Yeast7.6
YKR090W	PXL1	PaXillin-Like protein	NA
YEL020C	PXP1	PeroXisomal Protein	NA
YJR111C	PXP2	PeroXisomal Protein	NA
YGR280C	PXR1	PinX1-Related gene	NA
YGL062W	PYC1	PYruvate Carboxylase	Yeast7.6
YBR218C	PYC2	PYruvate Carboxylase	Yeast7.6
YOR347C	PYK2	PYruvate Kinase	Yeast7.6
YPR186C	PZF1	Putative Zinc Finger	NA
YHR001W-A	QCR10	ubiQuinol-cytochrome C oxidoReductase	Yeast7.6
YPR191W	QCR2	QH2:cytochrome-C oxidoReductase	Yeast7.6
YFR033C	QCR6	ubiQuinol-cytochrome C oxidoReductase	Yeast7.6
YDR529C	QCR7	ubiQuinol-cytochrome C oxidoReductase	Yeast7.6
YJL166W	QCR8	ubiQuinol-cytochrome C oxidoReductase	Yeast7.6
YGR183C	QCR9	ubiQuinol-cytochrome C oxidoReductase	Yeast7.6
YIL120W	QDR1	QuiniDine Resistance	NA
YIL121W	QDR2	QuiniDine Resistance	NA
YBR043C	QDR3	QuiniDine Resistance	NA
YHR074W	QNS1	glutamine (Q) dependent Nad+ Synthetase	Yeast7.6
YDL103C	QRI1		Yeast7.6
YLR204W	QRI5	Quasi-Renownless Information	NA
YDL104C	QRI7		NA
YPL022W	RAD1	RADiation sensitive	NA
YML095C	RAD10	RADiation sensitive	NA
YMR201C	RAD14	RADiation sensitive	NA
YBR114W	RAD16	RADiation sensitive	NA
YOR368W	RAD17	RADiation sensitive	NA
YCR066W	RAD18	RADiation sensitive	NA
YGR258C	RAD2	RADiation sensitivity	NA
YEL037C	RAD23	RADiation sensitive	NA
YER173W	RAD24	RADiation sensitive	NA
YJR035W	RAD26	RADiation sensitive	NA
YKL113C	RAD27	RADiation sensitive	NA
YDR030C	RAD28	RADiation sensitive	NA
YER171W	RAD3	RADiation sensitive	NA
YDR419W	RAD30	RADiation sensitive	NA
YML011C	RAD33	RADiation sensitive	NA
YDR314C	RAD34	Homologous to RAD4	NA
YER162C	RAD4	RADiation sensitive	NA
YLR032W	RAD5	RADiation sensitive	NA
YNL250W	RAD50	RADiation sensitive	NA
YER095W	RAD51	RADiation sensitive	NA
YML032C	RAD52	RADiation sensitive	NA
YPL153C	RAD53	RADiation sensitive	NA
YGL163C	RAD54	RADiation sensitive	NA
YDR076W	RAD55	RADiation sensitive	NA
YDR004W	RAD57	RADiation sensitive	NA
YDL059C	RAD59	RADiation sensitive	NA
YGL058W	RAD6	RADiation sensitive	NA
YDR014W	RAD61	RADiation sensitive	NA
YJR052W	RAD7	RADiation sensitive	NA
YDR217C	RAD9	RADiation sensitive	NA
R0030W	RAF1	REP Antagonizing Factor or Recombinase Activating Factor	NA
YGL246C	RAI1	Rat1p Interacting Protein	NA
YDL090C	RAM1	RAS protein and A-factor Maturation	Yeast7.6
YKL019W	RAM2	RAS protein and A-factor Maturation	Yeast7.6
YNL216W	RAP1	Repressor/Activator site binding Protein	NA
YOR101W	RAS1	homologous to RAS proto-oncogene	NA
YNL098C	RAS2	homologous to RAS proto-oncogene	NA
YOR048C	RAT1	Ribonucleic Acid Trafficking	NA
YJR033C	RAV1	Regulator of (H+)-ATPase in Vacuolar membrane	NA
YDR202C	RAV2	Regulator of (H+)-ATPase in Vacuolar membrane	NA
YOR301W	RAX1	Revert to Axial	NA
YLR084C	RAX2		NA
YDR527W	RBA50	RNA polymerase II (B) Associated protein	NA
YPL246C	RBD2		NA
YAL036C	RBG1	RiBosome interacting Gtpase	NA
YGR173W	RBG2	RiBosome interacting Gtpase	NA
YJL181W	RBH1	Ran Binding domain Homolog	NA
YJR030C	RBH2	Ran Binding domain Homolog	NA
YCR036W	RBK1	RiBoKinase	Yeast7.6
YOR265W	RBL2	Rescues Beta-tubulin Lethality	NA
YDL189W	RBS1	RNA-Binding Suppressor of PAS kinase	NA
YMR274C	RCE1	Ras and a-factor Converting Enzyme	NA
YML030W	RCF1	Respiratory superComplex Factor	NA
YNR018W	RCF2	Respiratory superComplex Factor	NA
YBR255C-A	RCF3	Respiratory superComplex Factor	NA
YMR034C	RCH1	Regulator of Calcium Homeostasis	NA
YGL158W	RCK1	Radiation sensitivity Complementing Kinase	NA
YLR248W	RCK2	Radiation sensitivity Complementing Kinase	NA
YOL010W	RCL1	Rna 3'-terminal phosphate Cyclase Like	NA
YNL022C	RCM1		NA
YKL159C	RCN1	Regulator of CalciNeurin	NA
YOR220W	RCN2	Regulator of CalciNeurin	NA
YMR075W	RCO1		NA
YBR005W	RCR1	Resistance to Congo Red	NA
YDR003W	RCR2	Resistance to Congo Red	NA
YJL204C	RCY1	ReCYcling	NA
YBR073W	RDH54	RaD54 Homolog	NA
YDL135C	RDI1	Rho GDP Dissociation Inhibitor	NA
YOR285W	RDL1	RhoDanese-Like protein	NA
YOR286W	RDL2	RhoDanese-Like protein	NA
YOR380W	RDR1	Repressor of Drug Resistance	NA
YCR106W	RDS1	Regulator of Drug Sensitivity	NA
YPL133C	RDS2	Regulator of Drug Sensitivity	NA
YPR094W	RDS3	Regulator of Drug Sensitivity	NA
YCL054W-A	RDT1	Ribosomally Detected Transcript	NA
YBR049C	REB1	RNA polymerase I Enhancer Binding protein	NA
YLR329W	REC102	RECombination	NA
YHR157W	REC104	RECombination	NA
YJR021C	REC107	RECombination	NA
YMR133W	REC114	RECombination	NA
YPR007C	REC8	RECombination	NA
YLR263W	RED1	REDuctional division	NA
YJL217W	REE1	REgulation of Enolase	NA
YDR195W	REF2	RNA End Formation	NA
YDR028C	REG1	REsistance to Glucose repression	NA
YBR050C	REG2	REsistance to Glucose repression	NA
YLR387C	REH1	REI1 Homolog	NA
YBR267W	REI1	REquired for Isotropic bud growth	NA
R0020C	REP1	REPlication	NA
R0040C	REP2	REPlication	NA
YCL001W	RER1	Retention in the Endoplasmic Reticulum	NA
YBR002C	RER2	Retention in the Endoplasmic Reticulum	Yeast7.6
YOR207C	RET1	Reduced Efficiency of Termination	NA
YFR051C	RET2	RETrieval from ER	NA
YPL010W	RET3	RETrieval from ER	NA
YOR346W	REV1	REVersionless	NA
YPL167C	REV3	REVersionless	NA
YIL139C	REV7	REVersionless	NA
YLR059C	REX2	Rna EXonuclease	NA
YLR107W	REX3	Rna EXonuclease	NA
YOL080C	REX4	Rna EXonuclease	NA
YAR007C	RFA1	Replication Factor A	NA
YNL312W	RFA2	Replication Factor A	NA
YJL173C	RFA3	Replication Factor A	NA
YOR217W	RFC1	Replication Factor C	NA
YJR068W	RFC2	Replication Factor C	NA
YNL290W	RFC3	Replication Factor C	NA
YOL094C	RFC4	Replication Factor C	NA
YBR087W	RFC5	Replication Factor C	NA
YOR279C	RFM1	Repression Factor of Middle sporulation element	NA
YBR052C	RFS1	Rad55 (Fifty-five) Suppressor	NA
YBL020W	RFT1	Requiring Fifty-Three	NA
YLR073C	RFU1	Regulator of Free Ubiquitin chains	NA
YLR176C	RFX1	Regulatory Factor X	NA
YOR127W	RGA1	Rho GTPase Activating Protein	NA
YDR379W	RGA2	Rho GTPase Activating Protein	NA
YPR115W	RGC1	Regulator of the Glycerol Channel	NA
YBR260C	RGD1	Related GAP Domain	NA
YFL047W	RGD2	RhoGAP domain	NA
YER067W	RGI1	Respiratory Growth Induced	NA
YIL057C	RGI2	Respiratory growth induced	NA
YPL066W	RGL1	Rho1 GEF Localizing	NA
YMR182C	RGM1		NA
YDR137W	RGP1	Reduced Growth Phenotype	NA
YLR071C	RGR1	Resistant to Glucose Repression	NA
YOR107W	RGS2	Regulator of heterotrimeric G protein Signaling	NA
YKL038W	RGT1	Restores Glucose Transport	NA
YDL138W	RGT2	Restores Glucose Transport	NA
YCR027C	RHB1	RHeB homolog	NA
YPR165W	RHO1	Ras HOmolog	NA
YNL090W	RHO2	Ras HOmolog	NA
YIL118W	RHO3	Ras HOmolog	NA
YKR055W	RHO4	Ras HOmolog	NA
YNL180C	RHO5	Ras HOmolog	NA
YNL163C	RIA1	RIbosome Assembly	NA
YBL033C	RIB1	RIBoflavin biosynthesis	Yeast7.6
YOL066C	RIB2	RIBoflavin biosynthesis	Yeast7.6
YDR487C	RIB3	RIBoflavin biosynthesis	Yeast7.6
YOL143C	RIB4	RIBoflavin biosynthesis	Yeast7.6
YBR256C	RIB5	RIBoflavin biosynthesis	Yeast7.6
YBR153W	RIB7	RIBoflavin biosynthesis	Yeast7.6
YLR039C	RIC1	RIbosome Control	NA
YGR250C	RIE1	Restoration of Impaired growths of ERMES-lacking cells	NA
YBR275C	RIF1	RAP1-Interacting Factor	NA
YLR453C	RIF2	Rap1p-Interacting Factor	NA
YCR028C-A	RIM1	Replication In Mitochondria	NA
YHL027W	RIM101	Regulator of IME2	NA
YMR139W	RIM11	Regulator of IME2	NA
YMR154C	RIM13	Regulator of IME2	NA
YFL033C	RIM15	Regulator of IME2	NA
YBR192W	RIM2	Replication In Mitochondria	Yeast7.6
YOR275C	RIM20	Regulator of IME2	NA
YNL294C	RIM21	Regulator of IME2	NA
YHL024W	RIM4	Regulator of IME2	NA
YGL045W	RIM8	Regulator of IME2	NA
YMR063W	RIM9	Regulator of IME2	NA
YOR119C	RIO1	RIght Open reading frame	NA
YNL207W	RIO2	RIght Open reading frame	NA
YEL024W	RIP1	Rieske Iron-sulfur Protein	Yeast7.6
YMR283C	RIT1	Ribosylation of Initiator tRNA	NA
YHR197W	RIX1	RIbosome eXport	NA
YLL034C	RIX7	RIbosome eXport	NA
YOR095C	RKI1	Ribose-5-phosphate Ketol-Isomerase	Yeast7.6
YPL208W	RKM1	Ribosomal lysine (K) Methyltransferase	NA
YDR198C	RKM2	Ribosomal protein lysine (K) Methyltransferase	NA
YBR030W	RKM3	Ribosomal lysine (K) Methyltransferase	NA
YDR257C	RKM4	Ribosomal lysine (K) Methyltransferase	NA
YLR137W	RKM5	Ribosomal lysine (K) Methyltransferase 5	NA
YMR247C	RKR1	RING domain mutant Killed by Rtf1 deletion	NA
YPR018W	RLF2	Rap1 protein Localization Factor	NA
YDR091C	RLI1	RNase L Inhibitor	NA
YPL089C	RLM1	Resistance to Lethality of MKK1P386 overexpression	NA
YLR009W	RLP24	Ribosomal-Like Protein	NA
YNL002C	RLP7	Ribosomal-Like Protein	NA
YKL132C	RMA1	Reduced Mating A	Yeast7.6
YDL001W	RMD1	Required for Meiotic nuclear Division	NA
YDR255C	RMD5	Required for Meiotic nuclear Division	NA
YEL072W	RMD6	Required for Meiotic nuclear Division	NA
YFR048W	RMD8	Required for Meiotic nuclear Division	NA
YGL107C	RMD9	Required for Meiotic nuclear Division	NA
YGR044C	RME1	Regulator of MEiosis	NA
YPL024W	RMI1	RecQ Mediated genome Instability	NA
YEL050C	RML2	Ribosomal Mitochondrial Large	NA
YLR145W	RMP1	RNase MRP Protein	NA
YGL250W	RMR1	Reduced Meiotic Recombination	NA
YDR465C	RMT2	aRginine MeThyltransferase	NA
YMR235C	RNA1	rapid cessation of net RNA accumulation	NA
YMR061W	RNA14	poly(A) mRNA metabolism	NA
YGL044C	RNA15	poly(A) mRNA metabolism	NA
YMR234W	RNH1	RNase H	NA
YNL072W	RNH201	RNase H	NA
YDR279W	RNH202	RNase H	NA
YLR154C	RNH203	RNase H	NA
YGR276C	RNH70	RNase H	NA
YLL046C	RNP1	RiboNucleoProtein	NA
YCL028W	RNQ1	Rich in asparagine (N) and glutamine (Q)	NA
YER070W	RNR1	RiboNucleotide Reductase	Yeast7.6
YJL026W	RNR2	RiboNucleotide Reductase	Yeast7.6
YIL066C	RNR3	RiboNucleotide Reductase	Yeast7.6
YGR180C	RNR4	RiboNucleotide Reductase	Yeast7.6
YMR239C	RNT1	RNase Three	NA
YPL123C	RNY1	RiboNuclease from Yeast	NA
YOR018W	ROD1	Resistance to O-Dinitrobenzene	NA
YGL144C	ROG1	Revertant Of Glycogen synthase kinase mutation	NA
YFR022W	ROG3	Revertant Of Glycogen synthase kinase mutation	NA
YGL171W	ROK1	Rescuer Of Kem1	NA
YGR070W	ROM1	RhO1 Multicopy suppressor	NA
YLR371W	ROM2	RhO1 Multicopy suppressor	NA
YMR200W	ROT1	Reversal Of Tor2 lethality	NA
YBR229C	ROT2	Reversal Of Tor2 lethality	NA
YPR065W	ROX1	Regulation by OXygen	NA
YBL093C	ROX3	Regulation by OXygen	NA
YMR258C	ROY1	Repressor Of Ypt52	NA
YJR063W	RPA12	RNA Polymerase A	NA
YPR010C	RPA135	RNA Polymerase A	NA
YDR156W	RPA14	RNA Polymerase A	NA
YOR341W	RPA190	RNA Polymerase A	NA
YJL148W	RPA34	RNA Polymerase A	NA
YOR340C	RPA43	RNA Polymerase A	NA
YNL248C	RPA49	RNA Polymerase A	NA
YOR210W	RPB10	RNA Polymerase B	NA
YOL005C	RPB11	RNA Polymerase B	NA
YOR151C	RPB2	RNA Polymerase B	NA
YIL021W	RPB3	RNA Polymerase B	NA
YJL140W	RPB4	RNA Polymerase B	NA
YBR154C	RPB5	RNA Polymerase B	NA
YDR404C	RPB7	RNA Polymerase B	NA
YOR224C	RPB8	RNA Polymerase B	NA
YGL070C	RPB9	RNA Polymerase B	NA
YHR143W-A	RPC10	RNA Polymerase C	NA
YDR045C	RPC11	RNA Polymerase C	NA
YJL011C	RPC17	RNA Polymerase C	NA
YNL113W	RPC19	RNA Polymerase C	NA
YKL144C	RPC25	RNA Polymerase C	NA
YNL151C	RPC31	RNA Polymerase C	NA
YNR003C	RPC34	RNA Polymerase C	NA
YKR025W	RPC37	RNA Polymerase C	NA
YPR110C	RPC40	RNA Polymerase C	NA
YDL150W	RPC53	RNA Polymerase C	NA
YPR190C	RPC82	RNA Polymerase C	NA
YNL330C	RPD3	Reduced Potassium Dependency	NA
YJL121C	RPE1	Ribulose 5-Phosphate Epimerase	Yeast7.6
YHR088W	RPF1	Ribosome Production Factor	NA
YKR081C	RPF2	Ribosome Production Factor	NA
YBR079C	RPG1		NA
YER169W	RPH1	Regulator of PHR1	NA
YIL119C	RPI1	Ras-cAMP Pathway Inhibitor	NA
YLR075W	RPL10	Ribosomal Protein of the Large subunit	NA
YPR102C	RPL11A	Ribosomal Protein of the Large subunit	NA
YGR085C	RPL11B	Ribosomal Protein of the Large subunit	NA
YEL054C	RPL12A	Ribosomal Protein of the Large subunit	NA
YDR418W	RPL12B	Ribosomal Protein of the Large subunit	NA
YDL082W	RPL13A	Ribosomal Protein of the Large subunit	NA
YMR142C	RPL13B	Ribosomal Protein of the Large subunit	NA
YKL006W	RPL14A	Ribosomal Protein of the Large subunit	NA
YHL001W	RPL14B	Ribosomal Protein of the Large subunit	NA
YLR029C	RPL15A	Ribosomal Protein of the Large subunit	NA
YMR121C	RPL15B	Ribosomal Protein of the Large subunit	NA
YIL133C	RPL16A	Ribosomal Protein of the Large subunit	NA
YNL069C	RPL16B	Ribosomal Protein of the Large subunit	NA
YKL180W	RPL17A	Ribosomal Protein of the Large subunit	NA
YJL177W	RPL17B	Ribosomal Protein of the Large subunit	NA
YOL120C	RPL18A	Ribosomal Protein of the Large subunit	NA
YNL301C	RPL18B	Ribosomal Protein of the Large subunit	NA
YBR084C-A	RPL19A	Ribosomal Protein of the Large subunit	NA
YBL027W	RPL19B	Ribosomal Protein of the Large subunit	NA
YPL220W	RPL1A	Ribosomal Protein of the Large subunit	NA
YGL135W	RPL1B	Ribosomal Protein of the Large subunit	NA
YMR242C	RPL20A	Ribosomal Protein of the Large subunit	NA
YOR312C	RPL20B	Ribosomal Protein of the Large subunit	NA
YBR191W	RPL21A	Ribosomal Protein of the Large subunit	NA
YPL079W	RPL21B	Ribosomal Protein of the Large subunit	NA
YLR061W	RPL22A	Ribosomal Protein of the Large subunit	NA
YFL034C-A	RPL22B	Ribosomal Protein of the Large subunit	NA
YBL087C	RPL23A	Ribosomal Protein of the Large subunit	NA
YER117W	RPL23B	Ribosomal Protein of the Large subunit	NA
YGL031C	RPL24A	Ribosomal Protein of the Large subunit	NA
YGR148C	RPL24B	Ribosomal Protein of the Large subunit	NA
YOL127W	RPL25	Ribosomal Protein of the Large subunit	NA
YLR344W	RPL26A	Ribosomal Protein of the Large subunit	NA
YGR034W	RPL26B	Ribosomal Protein of the Large subunit	NA
YHR010W	RPL27A	Ribosomal Protein of the Large subunit	NA
YDR471W	RPL27B	Ribosomal Protein of the Large subunit	NA
YGL103W	RPL28	Ribosomal Protein of the Large subunit	NA
YFR032C-A	RPL29	Ribosomal Protein of the Large subunit	NA
YFR031C-A	RPL2A	Ribosomal Protein of the Large subunit	NA
YIL018W	RPL2B	Ribosomal Protein of the Large subunit	NA
YOR063W	RPL3	Ribosomal Protein of the Large subunit	NA
YGL030W	RPL30	Ribosomal Protein of the Large subunit	NA
YDL075W	RPL31A	Ribosomal Protein of the Large subunit	NA
YLR406C	RPL31B	Ribosomal Protein of the Large subunit	NA
YBL092W	RPL32	Ribosomal Protein of the Large subunit	NA
YPL143W	RPL33A	Ribosomal Protein of the Large subunit	NA
YOR234C	RPL33B	Ribosomal Protein of the Large subunit	NA
YER056C-A	RPL34A	Ribosomal Protein of the Large subunit	NA
YIL052C	RPL34B	Ribosomal Protein of the Large subunit	NA
YDL191W	RPL35A	Ribosomal Protein of the Large subunit	NA
YDL136W	RPL35B	Ribosomal Protein of the Large subunit	NA
YMR194W	RPL36A	Ribosomal Protein of the Large subunit	NA
YPL249C-A	RPL36B	Ribosomal Protein of the Large subunit	NA
YLR185W	RPL37A	Ribosomal Protein of the Large subunit	NA
YDR500C	RPL37B	Ribosomal Protein of the Large subunit	NA
YLR325C	RPL38	Ribosomal Protein of the Large subunit	NA
YJL189W	RPL39	Ribosomal Protein of the Large subunit	NA
YIL148W	RPL40A	Ribosomal Protein of the Large subunit	NA
YKR094C	RPL40B	Ribosomal Protein of the Large subunit	NA
YDL184C	RPL41A	Ribosomal Protein of the Large subunit	NA
YDL133C-A	RPL41B	Ribosomal Protein of the Large subunit	NA
YNL162W	RPL42A	Ribosomal Protein of the Large subunit	NA
YHR141C	RPL42B	Ribosomal Protein of the Large subunit	NA
YPR043W	RPL43A	Ribosomal Protein of the Large subunit	NA
YJR094W-A	RPL43B	Ribosomal Protein of the Large subunit	NA
YBR031W	RPL4A	Ribosomal Protein of the Large subunit	NA
YDR012W	RPL4B	Ribosomal Protein of the Large subunit	NA
YPL131W	RPL5	Ribosomal Protein of the Large subunit	NA
YML073C	RPL6A	Ribosomal Protein of the Large subunit	NA
YLR448W	RPL6B	Ribosomal Protein of the Large subunit	NA
YGL076C	RPL7A	Ribosomal Protein of the Large subunit	NA
YPL198W	RPL7B	Ribosomal Protein of the Large subunit	NA
YHL033C	RPL8A	Ribosomal Protein of the Large subunit	NA
YLL045C	RPL8B	Ribosomal Protein of the Large subunit	NA
YGL147C	RPL9A	Ribosomal Protein of the Large subunit	NA
YNL067W	RPL9B	Ribosomal Protein of the Large subunit	NA
YML091C	RPM2	RNase P Mitochondrial	NA
YHR027C	RPN1	Regulatory Particle Non-ATPase	NA
YHR200W	RPN10	Regulatory Particle Non-ATPase	NA
YFR004W	RPN11	Regulatory Particle Non-ATPase	NA
YFR052W	RPN12	Regulatory Particle Non-ATPase	NA
YLR421C	RPN13	Regulatory Particle Non-ATPase	NA
YGL004C	RPN14	Regulatory Particle Non-ATPase	NA
YIL075C	RPN2	Regulatory Particle Non-ATPase	NA
YER021W	RPN3	Regulatory Particle Non-ATPase	NA
YDL020C	RPN4	Regulatory Particle Non-ATPase	NA
YDL147W	RPN5	Regulatory Particle Non-ATPase	NA
YDL097C	RPN6	Regulatory Particle Non-ATPase	NA
YPR108W	RPN7	Regulatory Particle Non-ATPase	NA
YOR261C	RPN8	Regulatory Particle Non-ATPase	NA
YDR427W	RPN9	Regulatory Particle Non-ATPase	NA
YDL140C	RPO21	RNA POlymerase	NA
YPR187W	RPO26	RNA POlymerase	NA
YOR116C	RPO31	RNA POlymerase	NA
YFL036W	RPO41	RNA POlymerase	NA
YLR340W	RPP0	Ribosomal Protein P0	NA
YHR062C	RPP1	Ribonuclease P Protein	NA
YDL081C	RPP1A	Ribosomal Protein P1 Alpha	NA
YDL130W	RPP1B	Ribosomal Protein P1 Beta	NA
YOL039W	RPP2A	Ribosomal Protein P2 Alpha	NA
YDR382W	RPP2B	Ribosomal Protein P2 Beta	NA
YIR015W	RPR2	RNase P Ribonucleoprotein	NA
YGR214W	RPS0A	Ribosomal Protein of the Small subunit	NA
YLR048W	RPS0B	Ribosomal Protein of the Small subunit	NA
YOR293W	RPS10A	Ribosomal Protein of the Small subunit	NA
YMR230W	RPS10B	Ribosomal Protein of the Small subunit	NA
YDR025W	RPS11A	Ribosomal Protein of the Small subunit	NA
YBR048W	RPS11B	Ribosomal Protein of the Small subunit	NA
YOR369C	RPS12	Ribosomal Protein of the Small subunit	NA
YDR064W	RPS13	Ribosomal Protein of the Small subunit	NA
YCR031C	RPS14A	Ribosomal Protein of the Small subunit	NA
YJL191W	RPS14B	Ribosomal Protein of the Small subunit	NA
YOL040C	RPS15	Ribosomal Protein of the Small subunit	NA
YMR143W	RPS16A	Ribosomal Protein of the Small subunit	NA
YDL083C	RPS16B	Ribosomal Protein of the Small subunit	NA
YML024W	RPS17A	Ribosomal Protein of the Small subunit	NA
YDR447C	RPS17B	Ribosomal Protein of the Small subunit	NA
YDR450W	RPS18A	Ribosomal Protein of the Small subunit	NA
YML026C	RPS18B	Ribosomal Protein of the Small subunit	NA
YOL121C	RPS19A	Ribosomal Protein of the Small subunit	NA
YNL302C	RPS19B	Ribosomal Protein of the Small subunit	NA
YLR441C	RPS1A	Ribosomal Protein of the Small subunit	NA
YML063W	RPS1B	Ribosomal Protein of the Small subunit	NA
YGL123W	RPS2	Ribosomal Protein of the Small subunit	NA
YHL015W	RPS20	Ribosomal Protein of the Small subunit	NA
YKR057W	RPS21A	Ribosomal Protein of the Small subunit	NA
YJL136C	RPS21B	Ribosomal Protein of the Small subunit	NA
YJL190C	RPS22A	Ribosomal Protein of the Small subunit	NA
YLR367W	RPS22B	Ribosomal Protein of the Small subunit	NA
YGR118W	RPS23A	Ribosomal Protein of the Small subunit	NA
YPR132W	RPS23B	Ribosomal Protein of the Small subunit	NA
YER074W	RPS24A	Ribosomal Protein of the Small subunit	NA
YIL069C	RPS24B	Ribosomal Protein of the Small subunit	NA
YGR027C	RPS25A	Ribosomal Protein of the Small subunit	NA
YLR333C	RPS25B	Ribosomal Protein of the Small subunit	NA
YGL189C	RPS26A	Ribosomal Protein of the Small subunit	NA
YER131W	RPS26B	Ribosomal Protein of the Small subunit	NA
YKL156W	RPS27A	Ribosomal Protein of the Small subunit	NA
YHR021C	RPS27B	Ribosomal Protein of the Small subunit	NA
YOR167C	RPS28A	Ribosomal Protein of the Small subunit	NA
YLR264W	RPS28B	Ribosomal Protein of the Small subunit	NA
YLR388W	RPS29A	Ribosomal Protein of the Small subunit	NA
YDL061C	RPS29B	Ribosomal Protein of the Small subunit	NA
YNL178W	RPS3	Ribosomal Protein of the Small subunit	NA
YLR287C-A	RPS30A	Ribosomal Protein of the Small subunit	NA
YOR182C	RPS30B	Ribosomal Protein of the Small subunit	NA
YLR167W	RPS31	Ribosomal Protein of the Small subunit	NA
YJR145C	RPS4A	Ribosomal Protein of the Small subunit	NA
YHR203C	RPS4B	Ribosomal Protein of the Small subunit	NA
YJR123W	RPS5	Ribosomal Protein of the Small subunit	NA
YPL090C	RPS6A	Ribosomal Protein of the Small subunit	NA
YBR181C	RPS6B	Ribosomal Protein of the Small subunit	NA
YOR096W	RPS7A	Ribosomal Protein of the Small subunit	NA
YNL096C	RPS7B	Ribosomal Protein of the Small subunit	NA
YBL072C	RPS8A	Ribosomal Protein of the Small subunit	NA
YER102W	RPS8B	Ribosomal Protein of the Small subunit	NA
YPL081W	RPS9A	Ribosomal Protein of the Small subunit	NA
YBR189W	RPS9B	Ribosomal Protein of the Small subunit	NA
YKL145W	RPT1	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	NA
YDL007W	RPT2	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	NA
YDR394W	RPT3	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	NA
YOR259C	RPT4	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	NA
YOR117W	RPT5	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	NA
YGL048C	RPT6	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	NA
YDR333C	RQC1	Ribosome Quality Control	NA
YPL009C	RQC2	Ribosome Quality control Complex	NA
YMR131C	RRB1	Regulator of Ribosome Biogenesis	NA
YIL153W	RRD1	Resistant to Rapamycin Deletion	NA
YPL152W	RRD2	Resistant to Rapamycin Deletion	NA
YHR038W	RRF1	Ribosome Recycling Factor	NA
YDR065W	RRG1	Required for Respiratory Growth	NA
YOR305W	RRG7	Required for Respiratory Growth	NA
YPR116W	RRG8	Required for Respiratory Growth	NA
YNL213C	RRG9	Required for Respiratory Growth	NA
YDL216C	RRI1	Regulator of Rub1 specific Isopeptidase	NA
YOL117W	RRI2		NA
YHR031C	RRM3	rDNA Recombination Mutation	NA
YBL025W	RRN10	Regulation of RNA polymerase I	NA
YML043C	RRN11	Regulation of RNA polymerase I	NA
YKL125W	RRN3	Regulation of RNA polymerase I	NA
YLR141W	RRN5	Regulation of RNA polymerase I	NA
YBL014C	RRN6	Regulation of RNA polymerase I	NA
YJL025W	RRN7	Regulation of RNA polymerase I	NA
YMR270C	RRN9	Regulation of RNA polymerase I	NA
YDR087C	RRP1	Ribosomal RNA Processing	NA
YPL012W	RRP12	Ribosomal RNA Processing	NA
YKL082C	RRP14	Ribosomal RNA Processing	NA
YPR143W	RRP15	Ribosomal RNA Processing	NA
YDR412W	RRP17	Ribosomal RNA Processing	NA
YHR065C	RRP3	Ribosomal RNA Processing	NA
YOR287C	RRP36	Ribosomal RNA Processing	NA
YHR069C	RRP4	Ribosomal RNA Processing	NA
YOL142W	RRP40	Ribosomal RNA Processing	NA
YDL111C	RRP42	Ribosomal RNA Processing	NA
YCR035C	RRP43	Ribosomal RNA Processing	NA
YDR280W	RRP45	Ribosomal RNA Processing	NA
YGR095C	RRP46	Ribosomal RNA Processing	NA
YMR229C	RRP5	Ribosomal RNA Processing	NA
YOR001W	RRP6	Ribosomal RNA Processing	NA
YCL031C	RRP7	Ribosomal RNA Processing	NA
YDR083W	RRP8	Ribosomal RNA Processing	NA
YPR137W	RRP9	Ribosomal RNA Processing	NA
YOR294W	RRS1	Regulator of Ribosome Synthesis	NA
YBL048W	RRT1	Regulator of rDNA Transcription	NA
YCR045C	RRT12	Regulator of rDNA Transcription	NA
YER066W	RRT13	Regulator of rDNA Transcription	NA
YIL127C	RRT14	Regulator of rDNA Transcription	NA
YLR162W-A	RRT15	Regulator of rDNA Transcription	NA
YNL105W	RRT16	Regulator of rDNA Transcription	NA
YBR246W	RRT2	Regulator of rDNA Transcription	NA
